Time [s],Acceleration[mg]
0.133,-0.125333234
0.134,0.751310113
0.135,0.587785252
0.136,-1.844327926
0.137,1.982287251
0.138,-0.982287251
0.139,1.844327926
0.14,0.412214748
0.141,1.248689887
0.142,1.125333234
0.143,-0.481753674
0.144,-0.229486757
0.145,0.048943484
0.146,-0.001973272
0.147,-0.904827052
0.148,1.684547106
0.149,-0.368124553
0.15,2.82256E-13
0.151,0.368124553
0.152,0.315452894
0.153,1.904827052
0.154,-1.998026728
0.155,0.951056516
0.156,-1.770513243
0.157,-0.518246326
0.158,-1.125333234
0.159,-0.248689887
0.16,1.587785252
0.161,0.155672074
0.162,1.982287251
0.163,0.017712749
0.164,-0.155672074
0.165,-0.587785252
0.166,0.248689887
0.167,-0.874666766
0.168,0.518246326
0.169,0.770513243
0.17,0.048943484
0.171,1.998026728
0.172,-1.904827052
0.173,-0.315452894
0.174,-0.368124553
0.175,3.86142E-13
0.176,0.368124553
0.177,-0.684547106
0.178,1.904827052
0.179,-0.998026728
0.18,0.951056516
0.181,-0.770513243
0.182,-0.518246326
0.183,-0.125333234
0.184,-0.248689887
0.185,-0.412214748
0.186,0.155672074
0.187,0.982287251
0.188,-0.982287251
0.189,-0.155672074
0.19,-1.587785252
0.191,0.248689887
0.192,-0.874666766
0.193,0.518246326
0.194,0.770513243
0.195,0.048943484
0.196,-0.001973272
0.197,-1.904827052
0.198,0.684547106
0.199,-1.368124553
0.2,3.76341E-13
0.201,1.368124553
0.202,0.315452894
0.203,0.904827052
0.204,-1.998026728
0.205,1.951056516
0.206,-1.770513243
0.207,0.481753674
0.208,-1.125333234
0.209,-0.248689887
0.21,-0.412214748
0.211,-0.844327926
0.212,1.982287251
0.213,-1.982287251
0.214,-0.155672074
0.215,-0.587785252
0.216,-0.751310113
0.217,-0.874666766
0.218,0.518246326
0.219,1.770513243
0.22,0.048943484
0.221,0.998026728
0.222,-0.904827052
0.223,1.684547106
0.224,0.631875447
0.225,-1
0.226,-0.631875447
0.227,-0.684547106
0.228,-0.095172948
0.229,-0.998026728
0.23,0.951056516
0.231,-1.770513243
0.232,1.481753674
0.233,-1.125333234
0.234,0.751310113
0.235,-0.412214748
0.236,-0.844327926
0.237,1.982287251
0.238,-1.982287251
0.239,-0.155672074
0.24,0.412214748
0.241,-0.751310113
0.242,0.125333234
0.243,-1.481753674
0.244,-0.229486757
0.245,-0.951056516
0.246,-0.001973272
0.247,0.095172948
0.248,-0.315452894
0.249,0.631875447
0.25,4.70427E-13
0.251,1.368124553
0.252,0.315452894
0.253,0.904827052
0.254,0.001973272
0.255,1.951056516
0.256,-0.770513243
0.257,1.481753674
0.258,-0.125333234
0.259,-0.248689887
0.26,1.587785252
0.261,0.155672074
0.262,0.982287251
0.263,0.017712749
0.264,0.844327926
0.265,0.412214748
0.266,-0.751310113
0.267,1.125333234
0.268,-1.481753674
0.269,1.770513243
0.27,-0.951056516
0.271,1.998026728
0.272,-1.904827052
0.273,-0.315452894
0.274,-1.368124553
0.275,1
0.276,0.368124553
0.277,-0.684547106
0.278,0.904827052
0.279,0.001973272
0.28,0.951056516
0.281,-1.770513243
0.282,-0.518246326
0.283,-1.125333234
0.284,-1.248689887
0.285,-0.412214748
0.286,-1.844327926
0.287,-0.017712749
0.288,-1.982287251
0.289,-0.155672074
0.29,-1.587785252
0.291,1.248689887
0.292,-0.874666766
0.293,-0.481753674
0.294,0.770513243
0.295,-0.951056516
0.296,0.998026728
0.297,-1.904827052
0.298,-0.315452894
0.299,-1.368124553
0.3,-1
0.301,-0.631875447
0.302,0.315452894
0.303,-0.095172948
0.304,0.001973272
0.305,0.951056516
0.306,-0.770513243
0.307,-0.518246326
0.308,0.874666766
0.309,-0.248689887
0.31,-0.412214748
0.311,-1.844327926
0.312,1.982287251
0.313,0.017712749
0.314,1.844327926
0.315,-0.587785252
0.316,-0.751310113
0.317,0.125333234
0.318,-1.481753674
0.319,1.770513243
0.32,-1.951056516
0.321,0.998026728
0.322,0.095172948
0.323,-0.315452894
0.324,-0.368124553
0.325,6.68398E-13
0.326,1.368124553
0.327,0.315452894
0.328,-0.095172948
0.329,-0.998026728
0.33,0.951056516
0.331,-1.770513243
0.332,1.481753674
0.333,-0.125333234
0.334,0.751310113
0.335,-0.412214748
0.336,0.155672074
0.337,-0.017712749
0.338,-1.982287251
0.339,0.844327926
0.34,-1.587785252
0.341,1.248689887
0.342,-0.874666766
0.343,-0.481753674
0.344,0.770513243
0.345,-0.951056516
0.346,0.998026728
0.347,-0.904827052
0.348,1.684547106
0.349,-1.368124553
0.35,1
0.351,-0.631875447
0.352,-1.684547106
0.353,1.904827052
0.354,0.001973272
0.355,1.951056516
0.356,-0.770513243
0.357,1.481753674
0.358,-0.125333234
0.359,0.751310113
0.36,-0.412214748
0.361,-0.844327926
0.362,-0.017712749
0.363,0.017712749
0.364,-0.155672074
0.365,-0.587785252
0.366,-0.751310113
0.367,1.125333234
0.368,-0.481753674
0.369,0.770513243
0.37,-0.951056516
0.371,1.998026728
0.372,-1.904827052
0.373,0.684547106
0.374,-0.368124553
0.375,1
0.376,-0.631875447
0.377,-0.684547106
0.378,0.904827052
0.379,0.001973272
0.38,-0.048943484
0.381,-0.770513243
0.382,-0.518246326
0.383,-1.125333234
0.384,-1.248689887
0.385,1.587785252
0.386,-1.844327926
0.387,0.982287251
0.388,0.017712749
0.389,0.844327926
0.39,-1.587785252
0.391,-0.751310113
0.392,1.125333234
0.393,-0.481753674
0.394,-0.229486757
0.395,0.048943484
0.396,0.998026728
0.397,-1.904827052
0.398,1.684547106
0.399,0.631875447
0.4,-1
0.401,-0.631875447
0.402,-1.684547106
0.403,-0.095172948
0.404,0.001973272
0.405,1.951056516
0.406,-1.770513243
0.407,1.481753674
0.408,-0.125333234
0.409,0.751310113
0.41,0.587785252
0.411,-0.844327926
0.412,1.982287251
0.413,-1.982287251
0.414,1.844327926
0.415,-1.587785252
0.416,1.248689887
0.417,0.125333234
0.418,0.518246326
0.419,1.770513243
0.42,-1.951056516
0.421,-0.001973272
0.422,-0.904827052
0.423,0.684547106
0.424,-0.368124553
0.425,9.70256E-13
0.426,-0.631875447
0.427,-0.684547106
0.428,0.904827052
0.429,-0.998026728
0.43,0.951056516
0.431,-0.770513243
0.432,1.481753674
0.433,0.874666766
0.434,-0.248689887
0.435,1.587785252
0.436,-1.844327926
0.437,1.982287251
0.438,0.017712749
0.439,-0.155672074
0.44,-0.587785252
0.441,1.248689887
0.442,0.125333234
0.443,-0.481753674
0.444,0.770513243
0.445,0.048943484
0.446,-0.001973272
0.447,-1.904827052
0.448,0.684547106
0.449,0.631875447
0.45,-1
0.451,0.368124553
0.452,-0.684547106
0.453,1.904827052
0.454,0.001973272
0.455,0.951056516
0.456,-1.770513243
0.457,-0.518246326
0.458,-0.125333234
0.459,-1.248689887
0.46,0.587785252
0.461,-1.844327926
0.462,1.982287251
0.463,-0.982287251
0.464,-0.155672074
0.465,-0.587785252
0.466,0.248689887
0.467,1.125333234
0.468,-0.481753674
0.469,-0.229486757
0.47,-0.951056516
0.471,1.998026728
0.472,0.095172948
0.473,0.684547106
0.474,0.631875447
0.475,-1
0.476,0.368124553
0.477,-0.684547106
0.478,-0.095172948
0.479,0.001973272
0.48,1.951056516
0.481,-1.770513243
0.482,0.481753674
0.483,-1.125333234
0.484,-0.248689887
0.485,0.587785252
0.486,0.155672074
0.487,0.982287251
0.488,-0.982287251
0.489,-0.155672074
0.49,-0.587785252
0.491,0.248689887
0.492,1.125333234
0.493,-0.481753674
0.494,1.770513243
0.495,0.048943484
0.496,1.998026728
0.497,-0.904827052
0.498,1.684547106
0.499,-0.368124553
0.5,-1
0.501,0.368124553
0.502,-1.684547106
0.503,-0.095172948
0.504,0.001973272
0.505,0.951056516
0.506,0.229486757
0.507,-0.518246326
0.508,-1.125333234
0.509,0.751310113
0.51,1.587785252
0.511,-1.844327926
0.512,0.982287251
0.513,-0.982287251
0.514,-0.155672074
0.515,0.412214748
0.516,1.248689887
0.517,0.125333234
0.518,-0.481753674
0.519,1.770513243
0.52,-0.951056516
0.521,1.998026728
0.522,-1.904827052
0.523,0.684547106
0.524,-1.368124553
0.525,9.31053E-13
0.526,1.368124553
0.527,-0.684547106
0.528,-0.095172948
0.529,-1.998026728
0.53,0.951056516
0.531,0.229486757
0.532,1.481753674
0.533,-1.125333234
0.534,-1.248689887
0.535,0.587785252
0.536,0.155672074
0.537,-0.017712749
0.538,0.017712749
0.539,-0.155672074
0.54,0.412214748
0.541,1.248689887
0.542,0.125333234
0.543,-1.481753674
0.544,1.770513243
0.545,0.048943484
0.546,-0.001973272
0.547,-1.904827052
0.548,0.684547106
0.549,0.631875447
0.55,1.14863E-12
0.551,0.368124553
0.552,-0.684547106
0.553,0.904827052
0.554,0.001973272
0.555,0.951056516
0.556,-0.770513243
0.557,0.481753674
0.558,0.874666766
0.559,-0.248689887
0.56,-0.412214748
0.561,-1.844327926
0.562,0.982287251
0.563,-0.982287251
0.564,0.844327926
0.565,-0.587785252
0.566,-0.751310113
0.567,0.125333234
0.568,-1.481753674
0.569,0.770513243
0.57,0.048943484
0.571,1.998026728
0.572,-1.904827052
0.573,-0.315452894
0.574,-1.368124553
0.575,-1
0.576,0.368124553
0.577,0.315452894
0.578,0.904827052
0.579,-1.998026728
0.58,1.951056516
0.581,0.229486757
0.582,-0.518246326
0.583,-1.125333234
0.584,0.751310113
0.585,1.587785252
0.586,0.155672074
0.587,1.982287251
0.588,-0.982287251
0.589,-0.155672074
0.59,-1.587785252
0.591,-0.751310113
0.592,-0.874666766
0.593,-1.481753674
0.594,0.770513243
0.595,0.048943484
0.596,0.998026728
0.597,-0.904827052
0.598,1.684547106
0.599,-1.368124553
0.6,-1
0.601,-0.631875447
0.602,0.315452894
0.603,1.904827052
0.604,-0.998026728
0.605,1.951056516
0.606,0.229486757
0.607,1.481753674
0.608,-0.125333234
0.609,-1.248689887
0.61,1.587785252
0.611,-1.844327926
0.612,1.982287251
0.613,-1.982287251
0.614,-0.155672074
0.615,-0.587785252
0.616,0.248689887
0.617,0.125333234
0.618,-0.481753674
0.619,1.770513243
0.62,0.048943484
0.621,0.998026728
0.622,-0.904827052
0.623,1.684547106
0.624,-0.368124553
0.625,-1
0.626,0.368124553
0.627,0.315452894
0.628,0.904827052
0.629,-1.998026728
0.63,-0.048943484
0.631,0.229486757
0.632,1.481753674
0.633,0.874666766
0.634,-0.248689887
0.635,1.587785252
0.636,0.155672074
0.637,-0.017712749
0.638,0.017712749
0.639,0.844327926
0.64,0.412214748
0.641,0.248689887
0.642,1.125333234
0.643,-1.481753674
0.644,1.770513243
0.645,-1.951056516
0.646,0.998026728
0.647,0.095172948
0.648,0.684547106
0.649,-1.368124553
0.65,1
0.651,1.368124553
0.652,-1.684547106
0.653,1.904827052
0.654,-0.998026728
0.655,-0.048943484
0.656,0.229486757
0.657,0.481753674
0.658,-1.125333234
0.659,-0.248689887
0.66,1.587785252
0.661,0.155672074
0.662,0.982287251
0.663,-1.982287251
0.664,0.844327926
0.665,0.412214748
0.666,0.248689887
0.667,-0.874666766
0.668,-1.481753674
0.669,-0.229486757
0.67,-0.951056516
0.671,1.998026728
0.672,-1.904827052
0.673,-0.315452894
0.674,0.631875447
0.675,1.327E-12
0.676,-0.631875447
0.677,0.315452894
0.678,-0.095172948
0.679,-1.998026728
0.68,1.951056516
0.681,-0.770513243
0.682,0.481753674
0.683,-0.125333234
0.684,-0.248689887
0.685,-0.412214748
0.686,-0.844327926
0.687,1.982287251
0.688,0.017712749
0.689,0.844327926
0.69,-0.587785252
0.691,1.248689887
0.692,0.125333234
0.693,-1.481753674
0.694,1.770513243
0.695,-1.951056516
0.696,0.998026728
0.697,0.095172948
0.698,1.684547106
0.699,-1.368124553
0.7,1
0.701,-0.631875447
0.702,0.315452894
0.703,-0.095172948
0.704,0.001973272
0.705,-0.048943484
0.706,-0.770513243
0.707,0.481753674
0.708,-1.125333234
0.709,-0.248689887
0.71,1.587785252
0.711,-1.844327926
0.712,-0.017712749
0.713,-0.982287251
0.714,1.844327926
0.715,0.412214748
0.716,-0.751310113
0.717,0.125333234
0.718,0.518246326
0.719,1.770513243
0.72,-0.951056516
0.721,-0.001973272
0.722,0.095172948
0.723,0.684547106
0.724,-1.368124553
0.725,-1
0.726,-0.631875447
0.727,-0.684547106
0.728,-0.095172948
0.729,-1.998026728
0.73,0.951056516
0.731,0.229486757
0.732,-0.518246326
0.733,0.874666766
0.734,0.751310113
0.735,0.587785252
0.736,0.155672074
0.737,-0.017712749
0.738,0.017712749
0.739,1.844327926
0.74,-0.587785252
0.741,1.248689887
0.742,0.125333234
0.743,-1.481753674
0.744,-0.229486757
0.745,-1.951056516
0.746,1.998026728
0.747,-1.904827052
0.748,0.684547106
0.749,-1.368124553
0.75,1
0.751,1.368124553
0.752,-0.684547106
0.753,0.904827052
0.754,-0.998026728
0.755,1.951056516
0.756,-1.770513243
0.757,0.481753674
0.758,-0.125333234
0.759,-0.248689887
0.76,-0.412214748
0.761,-0.844327926
0.762,0.982287251
0.763,0.017712749
0.764,0.844327926
0.765,-0.587785252
0.766,0.248689887
0.767,0.125333234
0.768,-1.481753674
0.769,-0.229486757
0.77,0.048943484
0.771,-0.001973272
0.772,-1.904827052
0.773,1.684547106
0.774,-0.368124553
0.775,1
0.776,1.368124553
0.777,-1.684547106
0.778,1.904827052
0.779,0.001973272
0.78,0.951056516
0.781,0.229486757
0.782,-0.518246326
0.783,-1.125333234
0.784,0.751310113
0.785,1.587785252
0.786,-1.844327926
0.787,0.982287251
0.788,-0.982287251
0.789,1.844327926
0.79,-1.587785252
0.791,-0.751310113
0.792,0.125333234
0.793,0.518246326
0.794,-0.229486757
0.795,-1.951056516
0.796,0.998026728
0.797,-1.904827052
0.798,1.684547106
0.799,0.631875447
0.8,-1
0.801,1.368124553
0.802,0.315452894
0.803,1.904827052
0.804,-0.998026728
0.805,-0.048943484
0.806,-0.770513243
0.807,0.481753674
0.808,-0.125333234
0.809,-1.248689887
0.81,0.587785252
0.811,0.155672074
0.812,0.982287251
0.813,-0.982287251
0.814,0.844327926
0.815,-1.587785252
0.816,-0.751310113
0.817,-0.874666766
0.818,0.518246326
0.819,1.770513243
0.82,-0.951056516
0.821,-0.001973272
0.822,-1.904827052
0.823,0.684547106
0.824,-0.368124553
0.825,1.95031E-12
0.826,1.368124553
0.827,-0.684547106
0.828,1.904827052
0.829,-1.998026728
0.83,0.951056516
0.831,0.229486757
0.832,0.481753674
0.833,-1.125333234
0.834,0.751310113
0.835,0.587785252
0.836,-0.844327926
0.837,0.982287251
0.838,-1.982287251
0.839,-0.155672074
0.84,-0.587785252
0.841,0.248689887
0.842,-0.874666766
0.843,-0.481753674
0.844,0.770513243
0.845,-1.951056516
0.846,1.998026728
0.847,-1.904827052
0.848,-0.315452894
0.849,-1.368124553
0.85,1
0.851,0.368124553
0.852,-1.684547106
0.853,-0.095172948
0.854,-1.998026728
0.855,-0.048943484
0.856,-1.770513243
0.857,-0.518246326
0.858,-0.125333234
0.859,-1.248689887
0.86,0.587785252
0.861,-1.844327926
0.862,-0.017712749
0.863,-0.982287251
0.864,1.844327926
0.865,-1.587785252
0.866,0.248689887
0.867,0.125333234
0.868,-0.481753674
0.869,1.770513243
0.87,0.048943484
0.871,-0.001973272
0.872,-0.904827052
0.873,-0.315452894
0.874,-0.368124553
0.875,1
0.876,0.368124553
0.877,-0.684547106
0.878,0.904827052
0.879,-0.998026728
0.88,0.951056516
0.881,0.229486757
0.882,-0.518246326
0.883,-1.125333234
0.884,-0.248689887
0.885,-0.412214748
0.886,-0.844327926
0.887,1.982287251
0.888,-0.982287251
0.889,0.844327926
0.89,0.412214748
0.891,-0.751310113
0.892,-0.874666766
0.893,-0.481753674
0.894,0.770513243
0.895,0.048943484
0.896,1.998026728
0.897,-0.904827052
0.898,0.684547106
0.899,0.631875447
0.9,1.92091E-12
0.901,1.368124553
0.902,-1.684547106
0.903,1.904827052
0.904,-1.998026728
0.905,0.951056516
0.906,0.229486757
0.907,-0.518246326
0.908,-1.125333234
0.909,-1.248689887
0.91,0.587785252
0.911,-0.844327926
0.912,0.982287251
0.913,-0.982287251
0.914,0.844327926
0.915,-0.587785252
0.916,-0.751310113
0.917,0.125333234
0.918,0.518246326
0.919,-0.229486757
0.92,-0.951056516
0.921,0.998026728
0.922,-0.904827052
0.923,0.684547106
0.924,-1.368124553
0.925,1.91111E-12
0.926,1.368124553
0.927,0.315452894
0.928,0.904827052
0.929,-0.998026728
0.93,1.951056516
0.931,0.229486757
0.932,-0.518246326
0.933,0.874666766
0.934,-1.248689887
0.935,1.587785252
0.936,-1.844327926
0.937,0.982287251
0.938,0.017712749
0.939,1.844327926
0.94,-1.587785252
0.941,1.248689887
0.942,0.125333234
0.943,0.518246326
0.944,0.770513243
0.945,-0.951056516
0.946,0.998026728
0.947,0.095172948
0.948,0.684547106
0.949,-0.368124553
0.95,1
0.951,1.368124553
0.952,0.315452894
0.953,1.904827052
0.954,-1.998026728
0.955,-0.048943484
0.956,-0.770513243
0.957,-0.518246326
0.958,-0.125333234
0.959,-1.248689887
0.96,0.587785252
0.961,0.155672074
0.962,1.982287251
0.963,-0.982287251
0.964,1.844327926
0.965,0.412214748
0.966,1.248689887
0.967,1.125333234
0.968,-0.481753674
0.969,0.770513243
0.97,-0.951056516
0.971,0.998026728
0.972,-1.904827052
0.973,-0.315452894
0.974,-0.368124553
0.975,2.34625E-12
0.976,-0.631875447
0.977,-0.684547106
0.978,-0.095172948
0.979,0.001973272
0.98,0.951056516
0.981,0.229486757
0.982,1.481753674
0.983,0.874666766
0.984,0.751310113
0.985,-0.412214748
0.986,-1.844327926
0.987,-0.017712749
0.988,-1.982287251
0.989,1.844327926
0.99,-1.587785252
0.991,0.248689887
0.992,-0.874666766
0.993,-1.481753674
0.994,0.770513243
0.995,-0.951056516
0.996,1.998026728
0.997,-1.904827052
0.998,-0.315452894
0.999,0.631875447
1,1
1.001,-0.631875447
1.002,0.315452894
1.003,-0.095172948
1.004,-1.998026728
1.005,1.951056516
1.006,0.229486757
1.007,-0.518246326
1.008,-0.125333234
1.009,-0.248689887
1.01,-0.412214748
1.011,-0.844327926
1.012,0.982287251
1.013,0.017712749
1.014,0.844327926
1.015,0.412214748
1.016,1.248689887
1.017,0.125333234
1.018,-0.481753674
1.019,-0.229486757
1.02,-1.951056516
1.021,-0.001973272
1.022,-0.904827052
1.023,1.684547106
1.024,-0.368124553
1.025,1
1.026,1.368124553
1.027,-1.684547106
1.028,1.904827052
1.029,-1.998026728
1.03,-0.048943484
1.031,-0.770513243
1.032,0.481753674
1.033,-1.125333234
1.034,-1.248689887
1.035,0.587785252
1.036,-0.844327926
1.037,0.982287251
1.038,0.017712749
1.039,1.844327925
1.04,-0.587785252
1.041,-0.751310113
1.042,-0.874666766
1.043,-1.481753674
1.044,0.770513243
1.045,0.048943484
1.046,-0.001973272
1.047,0.095172948
1.048,-0.315452894
1.049,0.631875447
1.05,-1.31446E-11
1.051,0.368124553
1.052,0.315452894
1.053,0.904827052
1.054,0.001973272
1.055,1.951056516
1.056,0.229486757
1.057,-0.518246326
1.058,0.874666766
1.059,0.751310113
1.06,-0.412214748
1.061,-1.844327926
1.062,0.982287251
1.063,0.017712749
1.064,1.844327925
1.065,0.412214748
1.066,1.248689887
1.067,1.125333234
1.068,-0.481753674
1.069,0.770513243
1.07,-0.951056516
1.071,0.998026728
1.072,-1.904827052
1.073,0.684547106
1.074,-1.368124553
1.075,1
1.076,-0.631875447
1.077,0.315452894
1.078,1.904827052
1.079,-0.998026728
1.08,0.951056516
1.081,-0.770513243
1.082,0.481753674
1.083,-1.125333234
1.084,-0.248689887
1.085,0.587785252
1.086,-0.844327926
1.087,1.982287251
1.088,0.017712749
1.089,-0.155672075
1.09,0.412214748
1.091,0.248689887
1.092,0.125333234
1.093,-1.481753674
1.094,-0.229486757
1.095,0.048943484
1.096,-0.001973272
1.097,0.095172948
1.098,0.684547106
1.099,0.631875447
1.1,-1
1.101,-0.631875447
1.102,-0.684547106
1.103,0.904827052
1.104,0.001973272
1.105,-0.048943484
1.106,-1.770513243
1.107,0.481753674
1.108,-0.125333234
1.109,-1.248689887
1.11,1.587785252
1.111,-0.844327926
1.112,0.982287251
1.113,-0.982287251
1.114,0.844327925
1.115,0.412214748
1.116,0.248689887
1.117,-0.874666766
1.118,-1.481753674
1.119,-0.229486757
1.12,0.048943484
1.121,1.998026728
1.122,-0.904827052
1.123,1.684547106
1.124,0.631875447
1.125,-1
1.126,0.368124553
1.127,0.315452894
1.128,-0.095172948
1.129,-1.998026728
1.13,-0.048943484
1.131,-1.770513243
1.132,1.481753674
1.133,0.874666766
1.134,-0.248689887
1.135,-0.412214748
1.136,0.155672074
1.137,0.982287251
1.138,-1.982287251
1.139,0.844327925
1.14,-1.587785252
1.141,1.248689887
1.142,-0.874666766
1.143,-1.481753674
1.144,1.770513243
1.145,0.048943484
1.146,0.998026728
1.147,-1.904827052
1.148,1.684547106
1.149,-1.368124553
1.15,1
1.151,-0.631875447
1.152,-1.684547106
1.153,0.904827052
1.154,0.001973272
1.155,1.951056516
1.156,-0.770513243
1.157,0.481753674
1.158,-0.125333234
1.159,0.751310113
1.16,1.587785252
1.161,-1.844327926
1.162,0.982287251
1.163,-1.982287251
1.164,1.844327925
1.165,-0.587785252
1.166,-0.751310113
1.167,1.125333234
1.168,-1.481753674
1.169,1.770513243
1.17,0.048943484
1.171,0.998026728
1.172,-1.904827052
1.173,1.684547106
1.174,-1.368124553
1.175,-1
1.176,1.368124553
1.177,-0.684547106
1.178,0.904827052
1.179,0.001973272
1.18,0.951056516
1.181,-0.770513243
1.182,-0.518246326
1.183,0.874666766
1.184,0.751310113
1.185,0.587785252
1.186,0.155672074
1.187,1.982287251
1.188,-1.982287251
1.189,0.844327925
1.19,-1.587785252
1.191,0.248689887
1.192,-0.874666766
1.193,-1.481753674
1.194,1.770513243
1.195,0.048943484
1.196,0.998026728
1.197,-0.904827052
1.198,0.684547106
1.199,0.631875447
1.2,1
1.201,-0.631875447
1.202,-0.684547106
1.203,0.904827052
1.204,-1.998026728
1.205,1.951056516
1.206,-0.770513243
1.207,1.481753674
1.208,-1.125333234
1.209,-0.248689887
1.21,-0.412214748
1.211,0.155672074
1.212,0.982287251
1.213,-1.982287251
1.214,0.844327925
1.215,0.412214748
1.216,-0.751310113
1.217,1.125333234
1.218,-0.481753674
1.219,0.770513243
1.22,-1.951056516
1.221,-0.001973272
1.222,-1.904827052
1.223,-0.315452894
1.224,-1.368124553
1.225,-6.64186E-11
1.226,-0.631875447
1.227,0.315452894
1.228,1.904827052
1.229,-1.998026728
1.23,1.951056516
1.231,-0.770513243
1.232,1.481753674
1.233,-1.125333233
1.234,-1.248689887
1.235,0.587785252
1.236,-1.844327926
1.237,0.982287251
1.238,-1.982287251
1.239,-0.155672075
1.24,-0.587785252
1.241,1.248689887
1.242,0.125333234
1.243,0.518246326
1.244,-0.229486757
1.245,0.048943484
1.246,1.998026728
1.247,-0.904827052
1.248,1.684547106
1.249,-1.368124553
1.25,1
1.251,-0.631875447
1.252,0.315452894
1.253,-0.095172948
1.254,-1.998026728
1.255,1.951056516
1.256,-1.770513243
1.257,0.481753674
1.258,0.874666767
1.259,-0.248689887
1.26,0.587785252
1.261,0.155672074
1.262,-0.017712749
1.263,0.017712749
1.264,1.844327925
1.265,0.412214748
1.266,0.248689887
1.267,-0.874666766
1.268,-1.481753674
1.269,0.770513243
1.27,-1.951056516
1.271,0.998026728
1.272,-1.904827052
1.273,1.684547106
1.274,-0.368124553
1.275,1
1.276,1.368124553
1.277,0.315452894
1.278,0.904827053
1.279,0.001973272
1.28,1.951056516
1.281,-1.770513243
1.282,1.481753674
1.283,-1.125333233
1.284,-0.248689887
1.285,1.587785252
1.286,-0.844327926
1.287,0.982287251
1.288,-1.982287251
1.289,1.844327925
1.29,0.412214748
1.291,0.248689887
1.292,0.125333234
1.293,-0.481753674
1.294,0.770513243
1.295,0.048943484
1.296,0.998026728
1.297,-1.904827052
1.298,1.684547106
1.299,-0.368124553
1.3,-1
1.301,1.368124553
1.302,-0.684547106
1.303,0.904827053
1.304,-0.998026728
1.305,1.951056516
1.306,-0.770513243
1.307,1.481753674
1.308,-0.125333233
1.309,-0.248689887
1.31,-0.412214748
1.311,-1.844327926
1.312,0.982287251
1.313,0.017712749
1.314,0.844327925
1.315,-0.587785252
1.316,1.248689887
1.317,1.125333234
1.318,0.518246326
1.319,0.770513243
1.32,0.048943484
1.321,1.998026728
1.322,-0.904827052
1.323,1.684547106
1.324,-0.368124553
1.325,-9.69259E-11
1.326,-0.631875447
1.327,-0.684547106
1.328,0.904827053
1.329,0.001973272
1.33,-0.048943484
1.331,0.229486757
1.332,-0.518246326
1.333,-1.125333233
1.334,-0.248689887
1.335,-0.412214748
1.336,0.155672074
1.337,0.982287251
1.338,0.017712749
1.339,1.844327925
1.34,-0.587785252
1.341,1.248689887
